,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cambodia (Kampuchea),Cameroon,Canada,Central African Republic,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,DR Congo (Zaire),Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Ivory Coast,Jamaica,Jordan,Kenya,Kingdom of eSwatini (Swaziland),Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,"Macedonia, FYR",Madagascar (Malagasy),Malaysia,Mali,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar (Burma),Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Romania,Russia (Soviet Union),Rwanda,Saudi Arabia,Senegal,Serbia (Yugoslavia),Sierra Leone,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia)
2003-02-28,38.75,0,21.0,0.23076923076923075,0,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,93.5,1.0,0.0,0.0,4.61025641025641,0.0,0.0,174.0,0.0,14.2,0.0,0.0,776.9333333333334,0.0,0.0,0.0,5.0,25.384615384615373,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,6.0,0.15384615384615383,6.0,24.0,22.289528577388413,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,122.61538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.735294117647058,0.0,8.0,0,0.0,0.0,59.07692307692309,14.0,0.0,0.0,0,0.0,352.66666666666663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,36.85714285714286,0.0,0.0,1,1.0,5.3076923076923075,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.4,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
2003-03-31,85.5,0,46.0,1.255494505494505,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,131.0,0.0,0.0,0.0,19.58516483516482,3.0,0.0,46.5,0.0,0.0,0.0,0.0,447.45,0.0,0.0,0.0,0.0,29.13772893772894,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,201.0,4.0,0.17032967032967034,4963.0354267310795,73.0,134.0252100840336,0.0,0.0,3.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,505.3741758241757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.327170868347338,0.0,4.0,0,0.0,0.0,137.5824516568702,26.0,0.0,0.0,0,0.0,285.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,58.85714285714286,0.0,0.0,0,11.0,0.34065934065934067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.102564102564116,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
2003-04-30,125.40659340659334,0,57.75,6.247252747252746,0,0.0,0,0,0.0,0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,90.22222222222223,0.0,0.0,0.0,0.08241758241758242,0.0,0.0,54.00000000000001,0.0,0.0,0.0,0.0,183.02955665024632,0.0,0.0,0.0,0.0,27.197802197802183,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,51.5,0.16483516483516483,3633.228663446054,32.0,100.60504201680679,0.0,0.0,3.933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,83.65300748634081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28658359895682,0.0,6.0,0,0.0,0.0,159.70755600988164,19.0,0.0,0.0,0,0.0,133.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,16.0,0.0,0.0,0,6.0,439.1572565365675,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,110.76923076923077,0.0,0,0.0,0,0.0,2.0,0.0,0.0,0.0
2003-05-31,54.05494505494508,0,95.875,2.2554945054945046,0,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0.0,0,6.0,0.0,45.0,0.0,0.0,0.0,0.08516483516483517,0.0,0.0,131.33333333333331,0.0,0.0,0.0,0.0,1299.5080645161288,26.0,0.0,0.0,0.0,28.104395604395588,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,376.191068259883,0.17032967032967034,0.0,29.0,239.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.5838653116432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,79.2,0.0,6.0,0,0.0,0.0,30.513736263736245,10.0,0.0,0.0,0,0.0,212.5,0.0,55.0,0.0,26.0,1.0,0.0,0.0,0,52.0,0.0,0.0,2,1.0,22.34065934065934,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,132.93095238095236,0.0,0,0.0,0,0.0,6.0,0.0,0.0,0.0
2003-06-30,115.97252747252736,0,104.0,45.24725274725277,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,39.0,0.0,0.0,0.0,0.08241758241758242,0.0,0.0,169.0,0.0,0.0,0.0,0.0,655.2669632925478,0.0,0.0,0.0,0.0,28.232284956422873,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,356.3428713002577,0.16483516483516483,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.2395875729206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11111111111111,0.0,25.0,0,0.0,0.0,10.082417582417603,11.0,0.0,0.0,0,1.0,63.5,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0,28.0,0.0,0.0,0,15.0,503.892004547177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,121.99999999999997,0.0,0,0.0,0,0.0,3.0,0.0,0.0,0.0
2003-07-31,88.64835164835166,0,24.0,1.255494505494505,0,0.0,0,0,0.0,0,2.0,0,0,0,0.0,0.0,0,11.0,0.0,383.3333333333333,0.0,0.0,0.0,0.08516483516483517,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1298.1584699453554,0.0,0.0,0.0,44.0,47.668498168498154,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,60.246031291108046,0.17032967032967034,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0666666666666664,0.0,0.0,1312.3126531904309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0,0.0,0.0,42.085164835164846,60.0,0.0,0.0,0,8.0,72.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0,113.83333333333333,0.0,0.0,0,0.0,603.8409956164055,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,132.61978021978027,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
2003-08-31,191.0,0,26.0,21.255494505494532,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,33.0,0.0,0.0,0.0,1.085164835164835,0.0,0.0,86.0,0.0,0.0,0.0,0.0,93.49180327868847,0.0,0.0,0.0,8.0,50.860805860805826,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,280.0,80.10618416581721,0.17032967032967034,28.0,43.0,1.0333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.3293198570976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,186.0,0,0.0,0.0,80.5851648351649,27.0,0.0,0.0,0,0.0,61.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0,12.0,0.0,0.0,0,2.0,1034.5076622830718,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,352.4578754578755,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2003-09-30,91.0,0,89.46666666666667,0.24725274725274723,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,81.0,0.0,0.0,0.0,0.08241758241758242,35.0,0.0,140.5689655172414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.939181508147044,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.5,69.4502208630649,0.16483516483516483,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.83482566815898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,392.0,0,0.0,0.0,0.08241758241758242,14.0,0.0,0.0,0,0.0,15.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,23.429670329670333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,131.66022483263862,0.0,0,0.0,0,0.0,2.0,0.0,0.0,0.0
2003-10-31,194.5,0,81.49047619047617,4.255494505494505,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,12.0,0.0,55.0,0.0,0.0,0.0,0.08516483516483517,0.0,0.0,188.0,0.0,13.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,46.70439560439563,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,110.0,0.17032967032967034,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,118.06265319043095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,486.0,0,0.0,0.0,14.085164835164845,57.03333333333331,0.0,0.0,0,0.0,33.0,0.0,93.0,0.0,0.0,1.0,0.0,0.0,0,81.5,0.0,0.0,0,0.0,208.8739926739929,0,0.0,0.0,0.0,4.050000000000001,0.0,0.0,0.0,7.0,185.20000000000005,0.0,0,0.0,0,0.0,3.0,2.043956043956044,0.0,0.0
2003-11-30,45.5,0,55.0,0.24725274725274723,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,10.0,0.0,82.0,0.0,0.0,0.0,0.08241758241758242,0.0,0.0,53.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,77.82280219780218,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,203.49999999999994,66.0,0.16483516483516483,4.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.83482566815898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,272.0,0,0.0,0.0,1.0824175824175821,4.0,0.0,0.0,0,4.0,11.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0,12.0,0.0,0.0,0,0.0,487.01932550208403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,241.33333333333331,0.0,0,1.0,0,0.0,0.0,1.9780219780219779,0.0,0.0
2003-12-31,48.0,0,20.0,3.2554945054945055,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,9.0,0.0,133.66666666666669,0.0,0.0,0.0,0.08516483516483517,0.0,0.0,109.0,0.0,6.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.6877289377295,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.11111111111114,88.0,0.17032967032967034,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.07417582417584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0,0.0,0.0,21.08516483516481,0.0,0.0,0.0,0,0.0,30.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0,98.0,0.0,0.0,0,0.0,1821.3406593406612,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36.03333333333335,0.0,0,0.0,0,0.0,3.0,2.043956043956044,0.0,0.0
2004-01-31,53.5,0,24.166666666666668,13.00176125244618,0,0.0,0,0,0.0,0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,132.83333333333331,0.0,0.0,0.0,2.0,3.1000000000000014,0.0,180.0,0.0,0.0,0.0,0.0,410.33333333333303,0.0,0.0,0.0,0.0,69.67985849766673,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,145.0,153.33333333333331,0.0,40.0,32.0,42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28013978218392,0.0,0.0,0.0,30.0,0.0,172.0,0,0.0,0.0,59.67571743929352,0.0,0.0,0.0,0,0.0,17.08493150684931,0.0,35.0,0.0,7.0,0.0,0.0,0.0,0,33.0,0.0,0.0,0,0.0,2084.5755085097553,0,0.0,0.0,0.0,31.658536585365837,0.0,0.0,0.0,1.0,209.04761904761907,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
2004-02-29,18.5,0,55.0,2.271232876712328,0,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,124.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,141.68214057503005,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,174.83488063660477,0.0,122.0,85.0,0.0,274.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15890410958904116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.463570836450847,0.0,0.0,0.0,27.0,0.0,228.0,0,0.0,0.0,190.8271930718289,0.0,0.0,0.0,0,0.0,173.0794520547945,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0,40.0,0.0,0.0,0,0.0,3664.0973581213293,0,0.0,0.0,0.0,31.39024390243901,0.0,0.0,0.0,3.0,635.6999999999999,0.0,0,0.0,0,0.0,11.0,0.0,0.0,0.0
2004-03-31,34.0,0,76.125,2.3922374429223745,0,0.0,0,0,0.0,0,2.175824175824176,0,0,0,0.0,0.0,0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,74.0,0.0,188.2,0.0,0.0,0.0,0.0,13.090909090909086,0.0,0.0,0.0,0.0,67.9616707532078,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.586206896551724,0.0,139.59999999999997,72.0,0.0,23.0,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93642793847209,0.0,0.0,0.0,13.03333333333333,0.0,457.0,0,0.0,0.0,95.67645004002628,199.0,0.0,0.0,0,0.0,44.08493150684935,0.0,57.0,0.0,2.0,0.0,0.0,0.0,0,216.5,0.0,0.0,191,4.0,1776.3863532205996,0,7.0,0.0,0.0,29.658536585365844,0.0,0.0,0.0,5.0,217.48888888888888,0.0,0,0.0,0,35.0,3.0,0.0,0.0,0.0
2004-04-30,48.75,0,24.0,1.3150684931506855,0,0.0,0,0,0.0,0,8.274725274725276,0,0,0,0.0,0.0,0,17.25,0.0,108.0,0.0,0.0,0.0,0.0,5.0,0.0,105.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,13.75222038235737,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,112.5,0.0,400.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.1643835616438352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.164285101747186,0.0,0.0,0.0,13.241379310344824,0.0,129.0,0,0.0,4.0,154.83940397350992,0.0,0.0,0.0,0,0.0,32.08219178082192,0.0,85.0,17.777777777777782,7.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,23.0,220.8352317393414,0,0.0,0.0,0.0,123.02439024390245,0.0,0.0,0.0,19.333333333333332,210.3333333333334,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
2004-05-31,71.0,0,33.0,1.3589041095890417,0,0.0,0,0,0.0,0,9.450549450549453,0,0,0,0.0,0.0,0,31.0,0.0,36.0,0.0,0.0,0.0,1.0,6.0,0.0,128.484375,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,8.646525164333386,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,67.0,0.0,348.0,71.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.2031963470319633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.10309460513877,0.0,0.0,0.0,18.5,0.0,280.0,0,0.0,0.0,2241.8423841059625,21.0,0.0,0.0,0,0.0,22.084931506849298,0.0,99.0,0.0,38.0,0.0,0.0,0.0,0,162.0,0.0,0.0,0,4.0,511.81333734758334,0,0.0,0.0,0.0,6.902439024390244,0.0,0.0,0.0,19.0,199.30000000000013,0.0,0,0.0,0,0.0,3.0,0.0,0.0,0.0
2004-06-30,136.0,0,68.0,1.3150684931506855,0,0.0,0,0,8.0,0,6.274725274725275,0,0,0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.2999999999999994,0.0,188.46875,0.0,0.0,0.0,0.0,57.292207792207805,0.0,0.0,0.0,0.0,133.50553603222482,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,105.0,0.0,222.0,26.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1643835616438357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.164285101747184,0.0,0.0,0.0,15.0,0.0,132.0,0,0.0,0.0,189.55172413793113,121.75,0.0,0.0,0,3.0,37.08219178082193,0.0,146.0,0.0,10.0,0.0,0.0,0.0,0,35.5,0.0,0.0,0,0.0,438.0867579908675,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,38.0,223.16666666666669,0.0,0,0.0,0,0.0,5.0,0.0,0.0,0.0
2004-07-31,78.5,0,27.0,3.425570776255708,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,5.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,212.41249999999988,0.0,0.0,0.0,0.0,25.1948051948052,0.0,0.0,0.0,0.0,10.646525164333388,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,204.46666666666673,94.0,0.0,57.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.436427938472091,0.0,0.0,0.0,20.2,0.0,155.0,0,0.0,0.0,15.0,5.0,0.0,0.0,0,0.0,28.084931506849298,0.0,89.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,22.0,550.4179327521791,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,48.33333333333334,0.0,0,0.0,0,2.0,1.0,0.0,0.0,0.0
2004-08-31,145.0,0,39.0,1.3589041095890417,0,0.0,0,0,0.0,0,3.0,0,0,0,0.0,0.0,0,2.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,228.49999999999986,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.196525164333377,0,0.0,31.975,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0,104.5,0.0,905.75,35.0,2.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.233333333333334,0.0,32.447271125735384,0.0,0.0,1.0,21.5,0.0,148.0,0,0.0,0.0,46.0,10.0,0.0,0.0,0,0.0,35.38493150684931,0.0,212.0,0.0,2.0,0.0,0.0,0.0,0,47.0,0.0,0.0,0,9.0,243.49369032793703,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,29.0,41.01666666666669,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
2004-09-30,148.0,0,65.20000000000002,2.315068493150684,0,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0.0,0,2.857142857142857,0.0,111.41666666666667,0.0,0.0,0.0,20.689655172413804,0.0,0.0,101.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,52.86760499774204,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.153846153846153,0.0,129.0,114.0,0.0,528.9230769230768,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1643835616438357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,19.26027397260273,0.0,0.0,0.0,18.0,0.0,156.0,0,0.0,0.0,49.33793103448278,60.0,0.0,0.0,0,0.0,18.082191780821912,0.0,421.0,0.0,1.0,0.0,0.0,0.0,0,52.333333333333336,0.0,0.0,0,21.0,325.75342465753414,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,42.00000000000002,54.0,0.0,0,1.0,0,0.0,3.0,0.0,0.0,0.0
2004-10-31,82.0,0,62.0,3.425570776255708,0,0.0,0,0,0.0,0,5.0,0,0,0,0.0,0.0,0,4.857142857142858,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,76.0,0.0,34.0,0.0,0.0,13.63150684931506,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.999999999999986,0.0,169.0,68.0,0.0,428.1538461538461,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84330874604849,0.0,0.0,0.0,7.0,0.0,104.0,0,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,22.08493150684929,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0,29.0,0.0,0.0,0,3.0,197.71187214611876,0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,31.566666666666666,137.5,0.0,0,0.0,0,0.0,2.0,0.0,0.0,0.0
2004-11-30,41.0,0,24.0,3.315068493150683,0,0.0,0,0,0.0,0,4.0,0,0,0,0.0,0.0,0,16.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,158.3448275862069,0.0,0.0,0.0,0.0,8.329711856400566,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,97.0,108.0,0.0,1413.137362637363,22.0,38.66666666666667,0.0,0.0,2.0689655172413786,0.0,0.0,0.0,0.1643835616438357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.773094485423258,0.0,0.0,0.0,7.0,0.0,206.0,0,0.0,0.0,9.0,41.0,0.0,0.0,0,0.0,29.582191780821905,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0,24.5,0.0,0.0,0,5.0,321.2534246575342,0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,14.0,12.0,0.0,0,0.0,0,0.0,0.0,22.400000000000002,0.0,0.0
2004-12-31,35.099999999999994,0,25.0,3.425570776255708,0,0.0,0,0,0.0,0,8.0,0,0,0,0.0,0.0,0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,115.0,0.0,1.0,0.0,0.0,4.331506849315065,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,104.0,101.0,0.0,114.51648351648352,34.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.495940324995836,0.0,0.0,0.0,4.0,0.0,289.0,0,0.0,0.0,0.0,20.0,0.0,0.0,0,0.0,12.084931506849298,0.0,32.0,0.0,18.0,0.0,0.0,0.0,0,250.0,0.0,0.0,0,0.0,143.94520547945194,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,69.33333333333334,0.0,0,0.0,0,0.0,0.0,8.399999999999999,0.0,0.0
2005-01-31,43.0,0,32.0,0.0,0,0.0,0,0,1.6850828729281764,0,17.0,0,0,0,0.0,0.0,0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,32.19047619047618,0.0,0.0,0.0,0.0,7.129120879120876,0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,203.35632183908058,139.0,0.0,232.0,46.0,1.0,0.0,0.0,96.73809523809524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.148131868131834,0.0,0.0,0.0,161.25,0.0,190.0,0,0.0,0.0,2.333333333333333,12.0,0.0,0.0,0,0.0,39.0,0.0,64.44444444444443,0.0,0.0,0.0,0.0,0.0,0,59.0,0.0,0.0,0,0.0,450.61813186813185,0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,15.0,93.72,0.0,0,0.0,0,0.0,3.0,0.0,0.0,0.0
2005-02-28,26.0,0,11.0,0.0,0,0.0,0,0,0.6187845303867401,0,9.0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,32.28571428571428,0.0,0.0,0.0,0.0,28.997150997151,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,98.9885057471264,46.0,0.0,323.0,13.0,44.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16820512820513,0.0,0.0,0.0,13.8,0.0,199.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,109.22222222222223,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0,3.833333333333333,20.461538461538463,0,0.0,0.0,0.0,29.0,22.0,0.0,0.0,1.0,104.23037037037037,0.0,0,0.0,0,0.0,2.0,0.0,0.0,0.0
2005-03-31,38.0,0,13.0,0.0,0,1.0,0,0,8.718416206261509,0,5.0,0,0,0,0.0,0.0,0,36.068965517241374,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,2.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,28.031600217963845,0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,192.33333333333334,8.0,0.0,185.0,1.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90051282051282,0.0,0.0,0.0,10.403703703703695,0.0,99.0,0,0.0,0.0,12.5,2.0,0.0,0.0,0,0.0,50.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0,66.0,0.0,0.0,0,17.0,49.82043071870661,0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,123.91999999999996,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
